PartNumber,Description,Value,DCR_Ohm,AWG,Type,URL,Price
Jantzen Audio 000-8365,"Jantzen Audio 000-8365 | 1,1 mH | 0,27 Ω | 2% | 14 AWG",1.1,0.27,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8365.html,55.45
Jantzen Audio 000-6022,"Jantzen Audio 000-6022 | 1,1 mH | 0,03 Ω | 5% | 12 AWG",1.1,0.03,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6022.html,59.45
Jantzen Audio 000-1983,"Jantzen Audio 000-1983 | 1,13 mH | 0,43 Ω | 3% | 17 AWG",1.13,0.43,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1983.html,18.95
Jantzen Audio 000-1625,"Jantzen Audio 000-1625 | 1,15 mH | 0,59 Ω | 3% | 18 AWG",1.15,0.59,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1625.html,13.95
Jantzen Audio 000-1174,"Jantzen Audio 000-1174 | 1,15 mH | 0,43 Ω | 3% | 17 AWG",1.15,0.43,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1174.html,19.44
Jantzen Audio 000-8105,"Jantzen Audio 000-8105 | 1,15 mH | 0,20 Ω | 2% | 12 AWG",1.15,0.2,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8105.html,88.95
Jantzen Audio 000-2387,"Jantzen Audio 000-2387 | 1,2 mH | 0,23 Ω | 3% | 18 AWG",1.2,0.23,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2387.html,8.95
Jantzen Audio 000-2342,"Jantzen Audio 000-2342 | 1,2 mH | 0,23 Ω | 3% | 18 AWG",1.2,0.23,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2342.html,8.95
Jantzen Audio 000-5234,"Jantzen Audio 000-5234 | 1,2 mH | 0,19 Ω | 3% | 18 AWG",1.2,0.19,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5234.html,9.45
Jantzen Audio 000-5481,"Jantzen Audio 000-5481 | 1,2 mH | 0,17 Ω | 3% | 18 AWG",1.2,0.17,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5481.html,10.45
Jantzen Audio 000-5230,"Jantzen Audio 000-5230 | 1,2 mH | 0,13 Ω | 3% | 17 AWG",1.2,0.13,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5230.html,10.95
Jantzen Audio 000-1280,"Jantzen Audio 000-1280 | 1,2 mH | 0,555 Ω | 3% | 18 AWG",1.2,0.555,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1280.html,11.95
Jantzen Audio 000-1901,"Jantzen Audio 000-1901 | 1,2 mH | 0,60 Ω | 3% | 18 AWG",1.2,0.6,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1901.html,12.95
Jantzen Audio 000-1467,"Jantzen Audio 000-1467 | 1,2 mH | 0,55 Ω | 3% | 18 AWG",1.2,0.55,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1467.html,13.46
Jantzen Audio 000-2019,"Jantzen Audio 000-2019 | 1,2 mH | 0,21 Ω | 3% | 17 AWG",1.2,0.21,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2019.html,13.46
Jantzen Audio 000-5247,"Jantzen Audio 000-5247 | 1,2 mH | 0,16 Ω | 3% | 17 AWG",1.2,0.16,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5247.html,13.46
"Mundorf P100-1,2","Mundorf P100-1,2 | 1,2 mH | 0,37 Ω | 3% | 18 AWG",1.2,0.37,18.0,Air Core,https://www.soundimports.eu/en/mundorf-p100-12.html,13.95
Jantzen Audio 000-2408,"Jantzen Audio 000-2408 | 1,2 mH | 0,137 Ω | 3% | 15 AWG",1.2,0.137,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2408.html,13.95
Jantzen Audio 000-1995,"Jantzen Audio 000-1995 | 1,2 mH | 0,6 Ω | 3% | 18 AWG",1.2,0.6,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1995.html,14.45
"Mundorf L100-1,20","Mundorf L100-1,20 | 1,20 mH | 0,54 Ω | 2% | 18 AWG",1.2,0.54,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-120.html,15.95
Jantzen Audio 000-5431,"Jantzen Audio 000-5431 | 1,2 mH | 0,09 Ω | 3% | 14 AWG",1.2,0.09,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5431.html,17.45
Jantzen Audio 000-2008,"Jantzen Audio 000-2008 | 1,2 mH | 0,17 Ω | 3% | 15 AWG",1.2,0.17,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2008.html,17.45
Jantzen Audio 000-2417,"Jantzen Audio 000-2417 | 1,2 mH | 0,12 Ω | 3% | 14 AWG",1.2,0.12,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2417.html,17.94
Intertechnik LU55/1.2/100,"Intertechnik LU55/1.2/100 | 1,2 mH | 0,65 Ω | 3% | 18 AWG",1.2,0.65,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu55-1-2-100.html,18.25
Jantzen Audio 000-1301,"Jantzen Audio 000-1301 | 1,2 mH | 0,43 Ω | 3% | 17 AWG",1.2,0.43,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1301.html,18.45
Intertechnik HQ40/1.2/112,"Intertechnik HQ40/1.2/112 | 1,2 mH | 0,15 Ω | 5% | 17 AWG",1.2,0.15,17.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq40-1-2-112.html,19.44
Jantzen Audio 000-5805,"Jantzen Audio 000-5805 | 1,2 mH | 0,08 Ω | 3% | 13 AWG",1.2,0.08,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5805.html,20.45
Intertechnik LUT55/1.2/10,"Intertechnik LUT55/1.2/10 | 1,2 mH | 0,67 Ω | 3% | 18 AWG",1.2,0.67,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lut55-1-2-10.html,21.45
Jantzen Audio 000-1899,"Jantzen Audio 000-1899 | 1,2 mH | 0,33 Ω | 3% | 15 AWG",1.2,0.33,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1899.html,23.45
Jantzen Audio 000-1336,"Jantzen Audio 000-1336 | 1,2 mH | 0,33 Ω | 3% | 15 AWG",1.2,0.33,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1336.html,24.45
Jantzen Audio 000-0984,"Jantzen Audio 000-0984 | 1,2 mH | 0,28 Ω | 3% | 14 AWG",1.2,0.28,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0984.html,27.95
Audyn CO55/1.20/140,"Audyn CO55/1.20/140 | 1,2 mH | 0,22 Ω | 5% | 15 AWG",1.2,0.22,15.0,Air Core,https://www.soundimports.eu/en/audyn-co55-1-20-140.html,29.95
Jantzen Audio 000-0020,"Jantzen Audio 000-0020 | 1,2 mH | 0,27 Ω | 3% | 14 AWG",1.2,0.27,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0020.html,32.45
Intertechnik LU62/1.2/140,"Intertechnik LU62/1.2/140 | 1,2 mH | 0,30 Ω | 3% | 15 AWG",1.2,0.3,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-1-2-140.html,32.95
Dayton Audio LW141-2,Dayton Audio LW141-2 | 1.2 mH | 0.29 Ω | 5% | 14 AWG,1.2,0.29,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw141-2.html,34.94
Jantzen Audio 000-L-0120,"Jantzen Audio 000-L-0120 | 1,2 mH | 0,39 Ω | 3% | 15 AWG",1.2,0.39,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0120.html,35.45
Jantzen Audio 000-6025,"Jantzen Audio 000-6025 | 1,2 mH | 0,06 Ω | 5% | 15 AWG",1.2,0.06,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6025.html,37.45
Jantzen Audio 000-7835,"Jantzen Audio 000-7835 | 1,2 mH | 0,35 Ω | 2% | 16 AWG",1.2,0.35,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7835.html,37.45
Intertechnik DR56/1.2/140,"Intertechnik DR56/1.2/140 | 1,2 mH | 0,12 Ω | 5% | 15 AWG",1.2,0.12,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-1-2-140.html,38.25
Jantzen Audio 000-0120,"Jantzen Audio 000-0120 | 1,2 mH | 0,22 Ω | 3% | 13 AWG",1.2,0.22,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0120.html,40.45
Jantzen Audio 000-8645,"Jantzen Audio 000-8645 | 1,2 mH | 0,43 Ω | 2% | 16 AWG",1.2,0.43,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8645.html,41.95
Intertechnik AT62/120/132,"Intertechnik AT62/120/132 | 1,2 mH | 0,38 Ω | 3% | 16 AWG",1.2,0.38,16.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-at62-120-132.html,41.95
"Mundorf CFC16-1,20","Mundorf CFC16-1,20 | 1,20 mH | 0,41 Ω | 2% | 16,5 AWG",1.2,0.41,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-120.html,44.95
Jantzen Audio 000-7437,"Jantzen Audio 000-7437 | 1,2 mH | 0,29 Ω | 2% | 14 AWG",1.2,0.29,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7437.html,53.45
Jantzen Audio 000-8375,"Jantzen Audio 000-8375 | 1,2 mH | 0,30 Ω | 2% | 14 AWG",1.2,0.3,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8375.html,55.95
Intertechnik LU92/1.2/200,"Intertechnik LU92/1.2/200 | 1,2 mH | 0,18 Ω | 3% | 12 AWG",1.2,0.18,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu92-1-2-200.html,61.99
Intertechnik TRI55/1.2/0.50,"Intertechnik TRI55/1.2/0.50 | 1,2 mH | 0,394 Ω | 1% | 7 x 24 AWG",1.2,0.394,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri55-1-2-0-50.html,64.95
Jantzen Audio 000-7080,"Jantzen Audio 000-7080 | 1,2 mH | 0,21 Ω | 2% | 12 AWG",1.2,0.21,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7080.html,82.45
Intertechnik TRI92/1.20/0.60,"Intertechnik TRI92/1.20/0.60 | 1,2 mH | 0,29 Ω | 1% | 7 x 23 AWG",1.2,0.29,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-1-20-0-60.html,86.25
Jantzen Audio 000-8110,"Jantzen Audio 000-8110 | 1,2 mH | 0,22 Ω | 2% | 12 AWG",1.2,0.22,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8110.html,88.45
Intertechnik TRI120/1.20/0.80,"Intertechnik TRI120/1.20/0.80  | 1,2 mH | 0,21 Ω | 1% | 7 x 20 AWG",1.2,0.21,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-1-20-0-80.html,149.96
Jantzen Audio 000-1626,"Jantzen Audio 000-1626 | 1,25 mH | 0,61 Ω | 3% | 18 AWG",1.25,0.61,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1626.html,13.46
Jantzen Audio 000-0149,"Jantzen Audio 000-0149 | 1,25 mH | 0,42 Ω | 3% | 17 AWG",1.25,0.42,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0149.html,18.45
Jantzen Audio 000-1656,"Jantzen Audio 000-1656 | 1,25 mH | 0,34 Ω | 3% | 15 AWG",1.25,0.34,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1656.html,24.95
Jantzen Audio 000-7841,"Jantzen Audio 000-7841 | 1,25 mH | 0,40 Ω | 2% | 16 AWG",1.25,0.4,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7841.html,38.45
Jantzen Audio 000-7083,"Jantzen Audio 000-7083 | 1,25 mH | 0,21 Ω | 2% | 12 AWG",1.25,0.21,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7083.html,85.45
Jantzen Audio 000-8379,"Jantzen Audio 000-8379 | 1,28 mH | 0,31 Ω | 2% | 14 AWG",1.28,0.31,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8379.html,56.45
Jantzen Audio 000-5005,"Jantzen Audio 000-5005 | 1,3 mH | 0,17 Ω | 3% | 17 AWG",1.3,0.17,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5005.html,13.46
Jantzen Audio 000-1048,"Jantzen Audio 000-1048 | 1,3 mH | 0,61 Ω | 3% | 18 AWG",1.3,0.61,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1048.html,14.96
Jantzen Audio 000-1083,"Jantzen Audio 000-1083 | 1,3 mH | 0,43 Ω | 3% | 17 AWG",1.3,0.43,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1083.html,18.45
Jantzen Audio 000-5814,"Jantzen Audio 000-5814 | 1,3 mH | 0,079 Ω | 3% | 13 AWG",1.3,0.079,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5814.html,21.45
Jantzen Audio 000-0021,"Jantzen Audio 000-0021 | 1,3 mH | 0,28 Ω | 3% | 14 AWG",1.3,0.28,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0021.html,32.45
Jantzen Audio 000-0121,"Jantzen Audio 000-0121 | 1,3 mH | 0,23 Ω | 3% | 13 AWG",1.3,0.23,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0121.html,42.45
Jantzen Audio 000-8650,"Jantzen Audio 000-8650 | 1,3 mH | 0,44 Ω | 2% | 16 AWG",1.3,0.44,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8650.html,43.95
Jantzen Audio 000-8380,"Jantzen Audio 000-8380 | 1,3 mH | 0,32 Ω | 2% | 14 AWG",1.3,0.32,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8380.html,59.96
Jantzen Audio 000-7852,"Jantzen Audio 000-7852 | 1,33 mH | 0,43 Ω | 2% | 16 AWG",1.33,0.43,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7852.html,40.95
Jantzen Audio 000-5420,"Jantzen Audio 000-5420 | 1,35 mH | 0,21 Ω | 3% | 18 AWG",1.35,0.21,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5420.html,9.45
Jantzen Audio 000-1375,"Jantzen Audio 000-1375 | 1,35 mH | 0,63 Ω | 3% | 18 AWG",1.35,0.63,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1375.html,14.96
Jantzen Audio 000-1142,"Jantzen Audio 000-1142 | 1,35 mH | 0,31 Ω | 3% | 15 AWG",1.35,0.31,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1142.html,24.45
Jantzen Audio 000-7855,"Jantzen Audio 000-7855 | 1,35 mH | 0,44 Ω | 2% | 16 AWG",1.35,0.44,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7855.html,40.95
Jantzen Audio 000-8117,"Jantzen Audio 000-8117 | 1,35 mH | 0,23 Ω | 2% | 12 AWG",1.35,0.23,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8117.html,91.45
Jantzen Audio 000-2388,"Jantzen Audio 000-2388 | 1,4 mH | 0,28 Ω | 3% | 18 AWG",1.4,0.28,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2388.html,9.45
Jantzen Audio 000-2069,"Jantzen Audio 000-2069 | 1,4 mH | 0,22 Ω | 3% | 17 AWG",1.4,0.22,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2069.html,11.95
Jantzen Audio 000-0272,"Jantzen Audio 000-0272 | 1,4 mH | 0,60 Ω | 3% | 18 AWG",1.4,0.6,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0272.html,12.95
Jantzen Audio 000-5072,"Jantzen Audio 000-5072 | 1,4 mH | 0,12 Ω | 3% | 15 AWG",1.4,0.12,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5072.html,14.96
Jantzen Audio 000-1955,"Jantzen Audio 000-1955 | 1,4 mH | 0,65 Ω | 3% | 18 AWG",1.4,0.65,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1955.html,15.45
Jantzen Audio 000-1470,"Jantzen Audio 000-1470 | 1,4 mH | 0,37 Ω | 3% | 15 AWG",1.4,0.37,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1470.html,25.45
Jantzen Audio 000-0022,"Jantzen Audio 000-0022 | 1,4 mH | 0,29 Ω | 3% | 14 AWG",1.4,0.29,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0022.html,34.45
Jantzen Audio 000-L-0140,"Jantzen Audio 000-L-0140 | 1,4 mH | 0,45 Ω | 3% | 15 AWG",1.4,0.45,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0140.html,36.95
Jantzen Audio 000-0122,"Jantzen Audio 000-0122 | 1,4 mH | 0,238 Ω | 3% | 13 AWG",1.4,0.238,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0122.html,42.96
Jantzen Audio 000-8655,"Jantzen Audio 000-8655 | 1,4 mH | 0,47 Ω | 2% | 16 AWG",1.4,0.47,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8655.html,43.45
Jantzen Audio 000-7466,"Jantzen Audio 000-7466 | 1,4 mH | 0,27 Ω | 2% | 14 AWG",1.4,0.27,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7466.html,58.95
Jantzen Audio 000-8385,"Jantzen Audio 000-8385 | 1,4 mH | 0,32 Ω | 2% | 14 AWG",1.4,0.32,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8385.html,60.95
Jantzen Audio 000-7087,"Jantzen Audio 000-7087 | 1,4 mH | 0,23 Ω | 2% | 12 AWG",1.4,0.23,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7087.html,89.46
Jantzen Audio 000-8120,"Jantzen Audio 000-8120 | 1,4 mH | 0,24 Ω | 2% | 12 AWG",1.4,0.24,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8120.html,93.45
Jantzen Audio 000-1649,"Jantzen Audio 000-1649 | 1,45 mH | 0,65 Ω | 3% | 18 AWG",1.45,0.65,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1649.html,13.95
Jantzen Audio 000-1140,"Jantzen Audio 000-1140 | 1,45 mH | 0,46 Ω | 3% | 17 AWG",1.45,0.46,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1140.html,19.44
Jantzen Audio 000-2171,"Jantzen Audio 000-2171 | 1,5 mH | 0,33 Ω | 3% | 18 AWG",1.5,0.33,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2171.html,9.45
Jantzen Audio 000-2341,"Jantzen Audio 000-2341 | 1,5 mH | 0,26 Ω | 3% | 18 AWG",1.5,0.26,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2341.html,9.45
Jantzen Audio 000-5003,"Jantzen Audio 000-5003 | 1,5 mH | 0,23 Ω | 3% | 18 AWG",1.5,0.23,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5003.html,9.95
Jantzen Audio 000-5094,"Jantzen Audio 000-5094 | 1,5 mH | 0,20 Ω | 3% | 18 AWG",1.5,0.2,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5094.html,10.45
Jantzen Audio 000-2090,"Jantzen Audio 000-2090 | 1,5 mH | 0,32 Ω | 3% | 18 AWG",1.5,0.32,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2090.html,10.45
Dayton Audio LW181-5,Dayton Audio LW181-5 | 1.5 mH | 0.64 Ω | 3% | 18 AWG,1.5,0.64,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw181-5.html,12.45
Dayton Audio IC181-5,Dayton Audio IC181-5 | 1.5 mH | 0.24 Ω | 3% | 18 AWG,1.5,0.24,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic181-5.html,12.45
Jantzen Audio 000-1283,"Jantzen Audio 000-1283 | 1,5 mH | 0,64 Ω | 3% | 18 AWG",1.5,0.64,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1283.html,13.46
Jantzen Audio 000-2091,"Jantzen Audio 000-2091 | 1,5 mH | 0,24 Ω | 3% | 17 AWG",1.5,0.24,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2091.html,13.46
Jantzen Audio 000-2020,"Jantzen Audio 000-2020 | 1,5 mH | 0,25 Ω | 3% | 17 AWG",1.5,0.25,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2020.html,13.46
Jantzen Audio 000-1999,"Jantzen Audio 000-1999 | 1,5 mH | 0,68 Ω | 3% | 18 AWG",1.5,0.68,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1999.html,14.45
Jantzen Audio 000-5130,"Jantzen Audio 000-5130 | 1,5 mH | 0,19 Ω | 3% | 17 AWG",1.5,0.19,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5130.html,14.45
Jantzen Audio 000-1087,"Jantzen Audio 000-1087 | 1,5 mH | 0,67 Ω | 3% | 18 AWG",1.5,0.67,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1087.html,15.45
Jantzen Audio 000-5204,"Jantzen Audio 000-5204 | 1,5 mH | 0,14 Ω | 3% | 15 AWG",1.5,0.14,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5204.html,15.45
Jantzen Audio 000-2166,"Jantzen Audio 000-2166 | 1,5 mH | 0,15 Ω | 3% | 15 AWG",1.5,0.15,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2166.html,16.46
"Mundorf P100-1,5","Mundorf P100-1,5 | 1,5 mH | 0,38 Ω | 3% | 18 AWG",1.5,0.38,18.0,Air Core,https://www.soundimports.eu/en/mundorf-p100-15.html,16.95
"Mundorf L100-1,50","Mundorf L100-1,50 | 1,50 mH | 0,62 Ω | 2% | 18 AWG",1.5,0.62,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-150.html,17.94
Jantzen Audio 000-5430,"Jantzen Audio 000-5430 | 1,5 mH | 0,1 Ω | 3% | 14 AWG",1.5,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5430.html,19.44
Jantzen Audio 000-2418,"Jantzen Audio 000-2418 | 1,5 mH | 0,13 Ω | 3% | 14 AWG",1.5,0.13,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2418.html,19.95
Jantzen Audio 000-1300,"Jantzen Audio 000-1300 | 1,5 mH | 0,52 Ω | 3% | 17 AWG",1.5,0.52,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1300.html,20.45
Jantzen Audio 000-5802,"Jantzen Audio 000-5802 | 1,5 mH | 0,09 Ω | 3% | 13 AWG",1.5,0.09,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5802.html,22.45
Intertechnik LU55/1.5/100,"Intertechnik LU55/1.5/100 | 1,5 mH | 0,73 Ω | 3% | 18 AWG",1.5,0.73,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu55-1-5-100.html,22.95
Intertechnik LUT55/1.5/10,"Intertechnik LUT55/1.5/10 | 1,5 mH | 0,76 Ω | 3% | 18 AWG",1.5,0.76,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lut55-1-5-10.html,23.45
Jantzen Audio 000-1095,"Jantzen Audio 000-1095 | 1,5 mH | 0,37 Ω | 3% | 15 AWG",1.5,0.37,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1095.html,26.45
Jantzen Audio 000-1469,"Jantzen Audio 000-1469 | 1,5 mH | 0,38 Ω | 3% | 15 AWG",1.5,0.38,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1469.html,27.45
Audyn CO62/1.50/140,"Audyn CO62/1.50/140 | 1,5 mH | 0,24 Ω | 5% | 15 AWG",1.5,0.24,15.0,Air Core,https://www.soundimports.eu/en/audyn-co62-1-50-140.html,32.95
Jantzen Audio 000-0023,"Jantzen Audio 000-0023 | 1,5 mH | 0,305 Ω | 3% | 14 AWG",1.5,0.305,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0023.html,34.94
Intertechnik HQ58/1.5/160,"Intertechnik HQ58/1.5/160 | 1,5 mH | 0,07 Ω | 5% | 14 AWG",1.5,0.07,14.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq58-1-5-160.html,36.45
Intertechnik DR56/1.5/140,"Intertechnik DR56/1.5/140 | 1,5 mH | 0,122 Ω | 5% | 15 AWG",1.5,0.122,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-1-5-140.html,36.95
Intertechnik LU62/1.5/140,"Intertechnik LU62/1.5/140 | 1,5 mH | 0,34 Ω | 3% | 15 AWG",1.5,0.34,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-1-5-140.html,38.45
Jantzen Audio 000-L-0150,"Jantzen Audio 000-L-0150 | 1,5 mH | 0,45 Ω | 3% | 15 AWG",1.5,0.45,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0150.html,39.45
Intertechnik AT62/150/132,"Intertechnik AT62/150/132 | 1,5 mH | 0,43 Ω | 3% | 16 AWG",1.5,0.43,16.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-at62-150-132.html,44.95
Jantzen Audio 000-0123,"Jantzen Audio 000-0123 | 1,5 mH | 0,245 Ω | 3% | 13 AWG",1.5,0.245,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0123.html,45.45
Jantzen Audio 000-7860,"Jantzen Audio 000-7860 | 1,5 mH | 0,44 Ω | 2% | 16 AWG",1.5,0.44,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7860.html,45.45
Jantzen Audio 000-8660,"Jantzen Audio 000-8660 | 1,5 mH | 0,48 Ω | 2% | 16 AWG",1.5,0.48,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8660.html,46.45
Jantzen Audio 000-6035,"Jantzen Audio 000-6035 | 1,5 mH | 0,05 Ω | 5% | 14 AWG",1.5,0.05,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6035.html,47.44
"Mundorf CFC16-1,50","Mundorf CFC16-1,50 | 1,50 mH | 0,47 Ω | 2% | 16,5 AWG",1.5,0.47,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-150.html,49.95
Dayton Audio LW141-5,Dayton Audio LW141-5 | 1.5 mH | 0.32 Ω | 5% | 14 AWG,1.5,0.32,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw141-5.html,53.45
Jantzen Audio 000-6045,"Jantzen Audio 000-6045 | 1,5 mH | 0,03 Ω | 5% | 12 AWG",1.5,0.03,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6045.html,59.45
Jantzen Audio 000-8390,"Jantzen Audio 000-8390 | 1,5 mH | 0,34 Ω | 2% | 14 AWG",1.5,0.34,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8390.html,62.45
