PartNumber,Description,Value,DCR_Ohm,AWG,Type,URL,Price
Jantzen Audio 000-0030,"Jantzen Audio 000-0030 | 2,5 mH | 0,41 Ω | 3% | 14 AWG",2.5,0.41,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0030.html,38.39
Jantzen Audio 000-8700,"Jantzen Audio 000-8700 | 2,5 mH | 0,64 Ω | 2% | 16 AWG",2.5,0.64,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8700.html,47.07
Jantzen Audio 000-0133,"Jantzen Audio 000-0133 | 2,5 mH | 0,37 Ω | 3% | 13 AWG",2.5,0.37,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0133.html,51.2
Dayton Audio LW142-5,Dayton Audio LW142-5 | 2.5 mH | 0.43 Ω | 5% | 14 AWG,2.5,0.43,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw142-5.html,58.22
Jantzen Audio 000-7493,"Jantzen Audio 000-7493 | 2,5 mH | 0,44 Ω | 2% | 14 AWG",2.5,0.44,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7493.html,61.53
Jantzen Audio 000-8430,"Jantzen Audio 000-8430 | 2,5 mH | 0,44 Ω | 2% | 14 AWG",2.5,0.44,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8430.html,66.07
Jantzen Audio 000-8165,"Jantzen Audio 000-8165 | 2,5 mH | 0,32 Ω | 2% | 12 AWG",2.5,0.32,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8165.html,107.4
Jantzen Audio 000-L-0250-2,"Jantzen Audio 000-L-0250-2 | 2,52 mH | 0,57 Ω | 3% | 15 AWG",2.52,0.57,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0250-2.html,32.6
Jantzen Audio 000-1126,"Jantzen Audio 000-1126 | 2,55 mH | 1,84 Ω | 3% | 22 AWG",2.55,1.84,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1126.html,7.4
Jantzen Audio 000-1298,"Jantzen Audio 000-1298 | 2,55 mH | 0,66 Ω | 3% | 17 AWG",2.55,0.66,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1298.html,21.86
Jantzen Audio 000-5411,"Jantzen Audio 000-5411 | 2,6 mH | 1,41 Ω | 3% | 26 AWG",2.6,1.41,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5411.html,5.33
Jantzen Audio 000-5192,"Jantzen Audio 000-5192 | 2,6 mH | 0,29 Ω | 3% | 18 AWG",2.6,0.29,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5192.html,9.88
Jantzen Audio 000-5486,"Jantzen Audio 000-5486 | 2,6 mH | 0,22 Ω | 3% | 17 AWG",2.6,0.22,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5486.html,12.36
Jantzen Audio 000-1889,"Jantzen Audio 000-1889 | 2,6 mH | 0,69 Ω | 3% | 17 AWG",2.6,0.69,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1889.html,20.62
Jantzen Audio 000-0031,"Jantzen Audio 000-0031 | 2,6 mH | 0,41 Ω | 3% | 14 AWG",2.6,0.41,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0031.html,39.21
Jantzen Audio 000-0134,"Jantzen Audio 000-0134 | 2,6 mH | 0,37 Ω | 3% | 13 AWG",2.6,0.37,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0134.html,51.61
Jantzen Audio 000-1732,"Jantzen Audio 000-1732 | 2,7 mH | 4,09 Ω | 3% | 26 AWG",2.7,4.09,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1732.html,5.33
Jantzen Audio 000-2274,"Jantzen Audio 000-2274 | 2,7 mH | 0,62 Ω | 3% | 21 AWG",2.7,0.62,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2274.html,6.57
Jantzen Audio 000-1870,"Jantzen Audio 000-1870 | 2,7 mH | 2,80 Ω | 3% | 24 AWG",2.7,2.8,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1870.html,6.57
Intertechnik HQR32/2.7/60,"Intertechnik HQR32/2.7/60 | 2,7 mH | 1,23 Ω | 5% | 23 AWG",2.7,1.23,23.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hqr32-2-7-60.html,6.98
"Mundorf P50-2,7","Mundorf P50-2,7 | 2,7 mH | 1,48 Ω | 3% | 24 AWG",2.7,1.48,24.0,Air Core,https://www.soundimports.eu/en/mundorf-p50-27.html,7.4
Jantzen Audio 000-5284,"Jantzen Audio 000-5284 | 2,7 mH | 0,45 Ω | 3% | 20 AWG",2.7,0.45,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5284.html,7.4
Jantzen Audio 000-2295,"Jantzen Audio 000-2295 | 2,7 mH | 0,57 Ω | 3% | 20 AWG",2.7,0.57,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2295.html,7.4
Jantzen Audio 000-1378,"Jantzen Audio 000-1378 | 2,7 mH | 1,6 Ω | 3% | 21 AWG",2.7,1.6,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1378.html,8.64
Jantzen Audio 000-5354,"Jantzen Audio 000-5354 | 2,7 mH | 0,295 Ω | 3% | 18 AWG",2.7,0.295,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5354.html,9.46
Jantzen Audio 000-2338,"Jantzen Audio 000-2338 | 2,7 mH | 0,385 Ω | 3% | 18 AWG",2.7,0.385,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2338.html,9.46
Jantzen Audio 000-2198,"Jantzen Audio 000-2198 | 2,7 mH | 0,49 Ω | 3% | 18 AWG",2.7,0.49,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2198.html,10.29
Jantzen Audio 000-0186,"Jantzen Audio 000-0186 | 2,7 mH | 1,3 Ω | 3% | 20 AWG",2.7,1.3,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0186.html,10.7
Monacor LSI-27T,"Monacor LSI-27T | 2,7 mH | 0,12 Ω | 5% | 18 AWG",2.7,0.12,18.0,Air Core,https://www.soundimports.eu/en/monacor-lsi-27t.html,15.66
Jantzen Audio 000-1307,"Jantzen Audio 000-1307 | 2,7 mH | 0,92 Ω | 3% | 18 AWG",2.7,0.92,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1307.html,15.66
Jantzen Audio 000-1939,"Jantzen Audio 000-1939 | 2,7 mH | 0,90 Ω | 3% | 18 AWG",2.7,0.9,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1939.html,16.07
Intertechnik HQ40/2.7/095,"Intertechnik HQ40/2.7/095 | 2,7 mH | 0,33 Ω | 5% | 19 AWG",2.7,0.33,19.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq40-2-7-095.html,16.07
Jantzen Audio 000-5118,"Jantzen Audio 000-5118 | 2,7 mH | 0,16 Ω | 3% | 15 AWG",2.7,0.16,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5118.html,16.49
Jantzen Audio 000-5371,"Jantzen Audio 000-5371 | 2,7 mH | 0,18 Ω | 3% | 15 AWG",2.7,0.18,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5371.html,16.49
Intertechnik HQ43/2.7/095,"Intertechnik HQ43/2.7/095 | 2,7 mH | 0,33 Ω | 5% | 19 AWG",2.7,0.33,19.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq43-2-7-095.html,16.49
"Mundorf VP100-2,7","Mundorf VP100-2,7 | 2,7 mH | 0,53 Ω | 3% | 18 AWG",2.7,0.53,18.0,Air Core,https://www.soundimports.eu/en/mundorf-vp100-27.html,18.14
Intertechnik LU44/2.70/071,"Intertechnik LU44/2.70/071 | 2,7 mH | 1,62 Ω | 3% | 21 AWG",2.7,1.62,21.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu44-2-70-071.html,18.14
Jantzen Audio 000-5427,"Jantzen Audio 000-5427 | 2,7 mH | 0,13 Ω | 3% | 14 AWG",2.7,0.13,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5427.html,18.55
"Mundorf L100-2,70","Mundorf L100-2,70 | 2,70 mH | 0,90 Ω | 2% | 18 AWG",2.7,0.9,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-270.html,19.79
Jantzen Audio 000-2445,"Jantzen Audio 000-2445 | 2,7 mH | 0,18 Ω | 3% | 14 AWG",2.7,0.18,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2445.html,20.21
Jantzen Audio 000-1041,"Jantzen Audio 000-1041 | 2,7 mH | 0,7 Ω | 3% | 17 AWG",2.7,0.7,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1041.html,21.03
Intertechnik LU62/2.7/100,"Intertechnik LU62/2.7/100 | 2,7 mH | 0,97 Ω | 3% | 18 AWG",2.7,0.97,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-2-7-100.html,23.93
Jantzen Audio 000-1247,"Jantzen Audio 000-1247 | 2,7 mH | 0,525 Ω | 3% | 15 AWG",2.7,0.525,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1247.html,30.12
Intertechnik DR56/2.7/140,"Intertechnik DR56/2.7/140 | 2,7 mH | 0,18 Ω | 5% | 15 AWG",2.7,0.18,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-2-7-140.html,31.61
Jantzen Audio 000-6103,"Jantzen Audio 000-6103 | 2,7 mH | 0,09 Ω | 5% | 17 AWG",2.7,0.09,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6103.html,31.78
Jantzen Audio 000-1802,"Jantzen Audio 000-1802 | 2,7 mH | 0,59 Ω | 3% | 15 AWG",2.7,0.59,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1802.html,32.19
Intertechnik HQ58/2.7/160,"Intertechnik HQ58/2.7/160 | 2,7 mH | 0,11 Ω | 5% | 14 AWG",2.7,0.11,14.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq58-2-7-160.html,35.08
Jantzen Audio 000-L-0270,"Jantzen Audio 000-L-0270 | 2,7 mH | 0,60 Ω | 3% | 15 AWG",2.7,0.6,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0270.html,35.91
Jantzen Audio 000-0032,"Jantzen Audio 000-0032 | 2,7 mH | 0,42 Ω | 3% | 14 AWG",2.7,0.42,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0032.html,37.56
Jantzen Audio 000-6105,"Jantzen Audio 000-6105 | 2,7 mH | 0,07 Ω | 5% | 14 AWG",2.7,0.07,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6105.html,37.98
Audyn CO62/2.7/140,"Audyn CO62/2.7/140 | 2,7 mH | 0,34 Ω | 5% | 15 AWG",2.7,0.34,15.0,Air Core,https://www.soundimports.eu/en/audyn-co62-2-7-140.html,37.98
Intertechnik LU78/2.7/140,"Intertechnik LU78/2.7/140 | 2,7 mH | 0,53 Ω | 3% | 15 AWG",2.7,0.53,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu78-2-7-140.html,40.87
Jantzen Audio 000-7900,"Jantzen Audio 000-7900 | 2,7 mH | 0,65 Ω | 2% | 16 AWG",2.7,0.65,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7900.html,42.93
Jantzen Audio 000-8710,"Jantzen Audio 000-8710 | 2,7 mH | 0,67 Ω | 2% | 16 AWG",2.7,0.67,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8710.html,48.31
Jantzen Audio 000-6110,"Jantzen Audio 000-6110 | 2,7 mH | 0,04 Ω | 5% | 12 AWG",2.7,0.04,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6110.html,50.79
Jantzen Audio 000-0135,"Jantzen Audio 000-0135 | 2,7 mH | 0,38 Ω | 3% | 13 AWG",2.7,0.38,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0135.html,53.26
"Mundorf CFC16-2,70","Mundorf CFC16-2,70 | 2,70 mH | 0,65 Ω | 2% | 16,5 AWG",2.7,0.65,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-270.html,53.68
Jantzen Audio 000-7495,"Jantzen Audio 000-7495 | 2,7 mH | 0,46 Ω | 2% | 14 AWG",2.7,0.46,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7495.html,64.42
Intertechnik TRI92/2.7/0.50,"Intertechnik TRI92/2.7/0.50 | 2,7 mH | 0,632 Ω | 1% | 7 x 24 AWG",2.7,0.632,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-2-7-0-50.html,66.07
Jantzen Audio 000-8440,"Jantzen Audio 000-8440 | 2,7 mH | 0,46 Ω | 2% | 14 AWG",2.7,0.46,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8440.html,71.45
"Mundorf CFC14-2,70","Mundorf CFC14-2,70 | 2,70 mH | 0,46 Ω | 2% | 14 AWG",2.7,0.46,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-270.html,90.87
Intertechnik LU120/2.7/20,"Intertechnik LU120/2.7/20 | 2,7 mH | 0,31 Ω | 3% | 12 AWG",2.7,0.31,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu120-2-7-20.html,102.85
Jantzen Audio 000-7110,"Jantzen Audio 000-7110 | 2,7 mH | 0,33 Ω | 2% | 12 AWG",2.7,0.33,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7110.html,104.5
Jantzen Audio 000-8175,"Jantzen Audio 000-8175 | 2,7 mH | 0,34 Ω | 2% | 12 AWG",2.7,0.34,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8175.html,115.25
Intertechnik TRI92/270/0.60,"Intertechnik TRI92/270/0.60 | 2,7 mH | 0,46 Ω | 1% | 7 x 23 AWG",2.7,0.46,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-270-0-60.html,121.45
"Mundorf CFC12-2,7","Mundorf CFC12-2,7 | 2,70 mH | 0,32 Ω | 2% | 12 AWG",2.7,0.32,12.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc12-27.html,140.45
Intertechnik TRI120/2.70/0.80,"Intertechnik TRI120/2.70/0.80 | 2,7 mH | 0,35 Ω | 1% | 7 x 20 AWG",2.7,0.35,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-2-70-0-80.html,165.25
Jantzen Audio 000-1978,"Jantzen Audio 000-1978 | 2,8 mH | 3,5 Ω | 3% | 24 AWG",2.8,3.5,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1978.html,7.81
Jantzen Audio 000-0200,"Jantzen Audio 000-0200 | 2,8 mH | 1,31 Ω | 3% | 20 AWG",2.8,1.31,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0200.html,11.12
Jantzen Audio 000-5526,"Jantzen Audio 000-5526 | 2,8 mH | 0,18 Ω | 3% | 15 AWG",2.8,0.18,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5526.html,16.07
Jantzen Audio 000-0938,"Jantzen Audio 000-0938 | 2,8 mH | 0,72 Ω | 3% | 17 AWG",2.8,0.72,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0938.html,21.86
Jantzen Audio 000-611128,"Jantzen Audio 000-611128 | 2,8 mH | 0,05 Ω | 5% | 12 AWG",2.8,0.05,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-611128.html,50.79
Jantzen Audio 000-7111,"Jantzen Audio 000-7111 | 2,8 mH | 0,34 Ω | 2% | 12 AWG",2.8,0.34,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7111.html,106.98
Jantzen Audio 000-0996,"Jantzen Audio 000-0996 | 2,9 mH | 2,10 Ω | 3% | 22 AWG",2.9,2.1,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0996.html,8.22
Jantzen Audio 000-0990,"Jantzen Audio 000-0990 | 2,9 mH | 0,95 Ω | 3% | 18 AWG",2.9,0.95,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0990.html,16.07
Jantzen Audio 000-0865,"Jantzen Audio 000-0865 | 2,9 mH | 0,72 Ω | 3% | 17 AWG",2.9,0.72,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0865.html,21.86
Jantzen Audio 000-0900,"Jantzen Audio 000-0900 | 2,9 mH | 0,63 Ω | 3% | 15 AWG",2.9,0.63,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0900.html,33.43
Jantzen Audio 000-0062,"Jantzen Audio 000-0062 | 2,9 mH | 0,45 Ω | 3% | 14 AWG",2.9,0.45,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0062.html,39.21
Jantzen Audio 000-1259,"Jantzen Audio 000-1259 | 3,0 mH | 7,6 Ω | 3% | 29 AWG",3.0,7.6,29.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1259.html,4.92
Jantzen Audio 000-2380,"Jantzen Audio 000-2380 | 3,0 mH | 1,31 Ω | 3% | 24 AWG",3.0,1.31,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2380.html,5.33
Jantzen Audio 000-1107,"Jantzen Audio 000-1107 | 3,0 mH | 4,35 Ω | 3% | 26 AWG",3.0,4.35,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1107.html,5.74
"Mundorf P50-3,0","Mundorf P50-3,0 | 3,0 mH | 1,59 Ω | 3% | 24 AWG",3.0,1.59,24.0,Air Core,https://www.soundimports.eu/en/mundorf-p50-30.html,5.99
Jantzen Audio 000-1779,"Jantzen Audio 000-1779 | 3,0 mH | 3,04 Ω | 3% | 24 AWG",3.0,3.04,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1779.html,6.57
Jantzen Audio 000-2272,"Jantzen Audio 000-2272 | 3,0 mH | 0,70 Ω | 3% | 21 AWG",3.0,0.7,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2272.html,6.57
Jantzen Audio 000-5390,"Jantzen Audio 000-5390 | 3 mH | 0,59 Ω | 3% | 21 AWG",3.0,0.59,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5390.html,6.98
Jantzen Audio 000-2293,"Jantzen Audio 000-2293 | 3,0 mH | 0,60 Ω | 3% | 20 AWG",3.0,0.6,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2293.html,7.81
Jantzen Audio 000-2061,"Jantzen Audio 000-2061 | 3,0 mH | 0,77 Ω | 3% | 20 AWG",3.0,0.77,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2061.html,8.22
Jantzen Audio 000-5065,"Jantzen Audio 000-5065 | 3,0 mH | 0,44 Ω | 3% | 20 AWG",3.0,0.44,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5065.html,8.64
Jantzen Audio 000-1392,"Jantzen Audio 000-1392 | 3 mH | 1,7 Ω | 3% | 21 AWG",3.0,1.7,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1392.html,9.05
Jantzen Audio 000-5122,"Jantzen Audio 000-5122 | 3,0 mH | 0,313 Ω | 3% | 18 AWG",3.0,0.313,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5122.html,9.88
Jantzen Audio 000-2334,"Jantzen Audio 000-2334 | 3 mH | 0,5 Ω | 3% | 18 AWG",3.0,0.5,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2334.html,10.29
Jantzen Audio 000-1913,"Jantzen Audio 000-1913 | 3,0 mH | 1,4 Ω | 3% | 20 AWG",3.0,1.4,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1913.html,11.94
Jantzen Audio 000-5024,"Jantzen Audio 000-5024 | 3,0 mH | 0,23 Ω | 3% | 17 AWG",3.0,0.23,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5024.html,12.77
Jantzen Audio 000-2455,"Jantzen Audio 000-2455 | 3 mH | 0,37 Ω | 3% | 17 AWG",3.0,0.37,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2455.html,14.42
Dayton Audio IC183,Dayton Audio IC183 | 3.0 mH | 0.36 Ω | 3% | 18 AWG,3.0,0.36,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic183.html,14.83
Jantzen Audio 000-1068,"Jantzen Audio 000-1068 | 3,0 mH | 0,99 Ω | 3% | 18 AWG",3.0,0.99,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1068.html,16.07
Jantzen Audio 000-5441,"Jantzen Audio 000-5441 | 3,0 mH | 0,17 Ω | 3% | 15 AWG",3.0,0.17,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5441.html,16.07
Jantzen Audio 000-2478,"Jantzen Audio 000-2478 | 3,0 mH | 0,23 Ω | 3% | 15 AWG",3.0,0.23,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2478.html,16.07
Jantzen Audio 000-5012,"Jantzen Audio 000-5012 | 3,0 mH | 0,19 Ω | 3% | 15 AWG",3.0,0.19,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5012.html,16.49
Intertechnik HQ43/3.0/095,"Intertechnik HQ43/3.0/095 | 3,0 mH | 0,36 Ω | 5% | 19 AWG",3.0,0.36,19.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq43-3-0-095.html,16.9
Dayton Audio LW183,Dayton Audio LW183 | 3.0 mH | 1.0 Ω | 3% | 18 AWG,3.0,1.0,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw183.html,16.9
Intertechnik LU55/3.00/071,"Intertechnik LU55/3.00/071 | 3,0 mH | 1,72 Ω | 3% | 21 AWG",3.0,1.72,21.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu55-3-00-071.html,19.38
Intertechnik LU62/3.0/100,"Intertechnik LU62/3.0/100 | 3,0 mH | 1,1 Ω | 3% | 18 AWG",3.0,1.1,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-3-0-100.html,24.75
Jantzen Audio 000-0947,"Jantzen Audio 000-0947 | 3 mH | 0,57 Ω | 3% | 15 AWG",3.0,0.57,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0947.html,30.95
Intertechnik HQ58/3.0/150,"Intertechnik HQ58/3.0/150 | 3,0 mH | 0,13 Ω | 5% | 15 AWG",3.0,0.13,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq58-3-0-150.html,33.02
Intertechnik DR56/3.0/140,"Intertechnik DR56/3.0/140 | 3,0 mH | 0,20 Ω | 5% | 15 AWG",3.0,0.2,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-3-0-140.html,33.84
Jantzen Audio 000-1894,"Jantzen Audio 000-1894 | 3,0 mH | 0,64 Ω | 3% | 15 AWG",3.0,0.64,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1894.html,35.08
Jantzen Audio 000-6115,"Jantzen Audio 000-6115 | 3,0 mH | 0,07 Ω | 5% | 14 AWG",3.0,0.07,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6115.html,38.8
Audyn CO62/3.0/140,"Audyn CO62/3.0/140 | 3,0 mH | 0,36 Ω | 5% | 15 AWG",3.0,0.36,15.0,Air Core,https://www.soundimports.eu/en/audyn-co62-3-0-140.html,39.63
Jantzen Audio 000-0033,"Jantzen Audio 000-0033 | 3 mH | 0,46 Ω | 3% | 14 AWG",3.0,0.46,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0033.html,40.04
Jantzen Audio 000-7910,"Jantzen Audio 000-7910 | 3,0 mH | 0,70 Ω | 2% | 16 AWG",3.0,0.7,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7910.html,44.17
Intertechnik LU78/3.0/140,"Intertechnik LU78/3.0/140 | 3,0 mH | 0,60 Ω | 3% | 15 AWG",3.0,0.6,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu78-3-0-140.html,45.0
Jantzen Audio 000-6120,"Jantzen Audio 000-6120 | 3,0 mH | 0,07 Ω | 5% | 13 AWG",3.0,0.07,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6120.html,46.65
Jantzen Audio 000-0136,"Jantzen Audio 000-0136 | 3,0 mH | 0,40 Ω | 3% | 13 AWG",3.0,0.4,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0136.html,55.33
Jantzen Audio 000-7502,"Jantzen Audio 000-7502 | 3 mH | 0,47 Ω | 2% | 14 AWG",3.0,0.47,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7502.html,65.66
Jantzen Audio 000-8445,"Jantzen Audio 000-8445 | 3,0 mH | 0,52 Ω | 2% | 14 AWG",3.0,0.52,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8445.html,74.34
Intertechnik LU120/3.0/20,"Intertechnik LU120/3.0/20 | 3,0 mH | 0,33 Ω | 3% | 12 AWG",3.0,0.33,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu120-3-0-20.html,110.29
Jantzen Audio 000-7113,"Jantzen Audio 000-7113 | 3,0 mH | 0,36 Ω | 2% | 12 AWG",3.0,0.36,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7113.html,110.7
Jantzen Audio 000-8180,"Jantzen Audio 000-8180 | 3,0 mH | 0,37 Ω | 2% | 12 AWG",3.0,0.37,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8180.html,124.34
Intertechnik TRI120/3.00/0.60,"Intertechnik TRI120/3.00/0.60 | 3,0 mH | 0,50 Ω | 1% | 7 x 23 AWG",3.0,0.5,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-3-00-0-60.html,132.19
Intertechnik TRI120/3.00/0.80,"Intertechnik TRI120/3.00/0.80 | 3,0 mH | 0,35 Ω | 1% | 7 x 20 AWG",3.0,0.35,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-3-00-0-80.html,181.78
Jantzen Audio 000-5373,"Jantzen Audio 000-5373 | 3,2 mH | 0,326 Ω | 3% | 18 AWG",3.2,0.326,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5373.html,10.29
Jantzen Audio 000-1422,"Jantzen Audio 000-1422 | 3,2 mH | 0,78 Ω | 3% | 17 AWG",3.2,0.78,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1422.html,22.27
Jantzen Audio 000-2258,"Jantzen Audio 000-2258 | 3,3 mH | 1,43 Ω | 3% | 24 AWG",3.3,1.43,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2258.html,5.74
Jantzen Audio 000-1872,"Jantzen Audio 000-1872 | 3,3 mH | 4,6 Ω | 3% | 26 AWG",3.3,4.6,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1872.html,5.74
Jantzen Audio 000-1871,"Jantzen Audio 000-1871 | 3,3 mH | 3,09 Ω | 3% | 24 AWG",3.3,3.09,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1871.html,6.16
Jantzen Audio 000-5412,"Jantzen Audio 000-5412 | 3,3 mH | 1,07 Ω | 3% | 24 AWG",3.3,1.07,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5412.html,6.16
