PartNumber,Description,Value,DCR_Ohm,AWG,Type,URL,Price
Jantzen Audio 000-1260,"Jantzen Audio 000-1260 | 2,0 mH | 5,99 Ω | 3% | 29 AWG",2.0,5.99,29.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1260.html,4.5
Jantzen Audio 000-2354,"Jantzen Audio 000-2354 | 2,0 mH | 1,05 Ω | 3% | 24 AWG",2.0,1.05,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2354.html,5.33
Jantzen Audio 000-2397,"Jantzen Audio 000-2397 | 2,0 mH | 0,62 Ω | 3% | 21 AWG",2.0,0.62,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2397.html,6.57
Jantzen Audio 000-2031,"Jantzen Audio 000-2031 | 2,0 mH | 0,53 Ω | 3% | 20 AWG",2.0,0.53,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2031.html,6.98
Jantzen Audio 000-2298,"Jantzen Audio 000-2298 | 2,0 mH | 0,46 Ω | 3% | 20 AWG",2.0,0.46,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2298.html,6.98
Jantzen Audio 000-5260,"Jantzen Audio 000-5260 | 2,0 mH | 0,345 Ω | 3% | 20 AWG",2.0,0.345,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5260.html,7.81
Jantzen Audio 000-1482,"Jantzen Audio 000-1482 | 2,0 mH | 1,33 Ω | 3% | 21 AWG",2.0,1.33,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1482.html,7.81
Intertechnik HQR32/2.0/71,"Intertechnik HQR32/2.0/71 | 2,0 mH | 0,84 Ω | 5% | 21 AWG",2.0,0.84,21.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hqr32-2-0-71.html,9.05
Jantzen Audio 000-2379,"Jantzen Audio 000-2379 | 2,0 mH | 0,40 Ω | 3% | 18 AWG",2.0,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2379.html,9.46
Jantzen Audio 000-1062,"Jantzen Audio 000-1062 | 2 mH | 1,16 Ω | 3% | 20 AWG",2.0,1.16,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1062.html,10.29
Jantzen Audio 000-5275,"Jantzen Audio 000-5275 | 2,0 mH | 0,28 Ω | 3% | 18 AWG",2.0,0.28,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5275.html,10.29
Dayton Audio IC182,Dayton Audio IC182 | 2.0 mH| 0.29 Ω | 3% | 18 AWG,2.0,0.29,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic182.html,11.53
Dayton Audio AC202,Dayton Audio AC202 | 2.0 mH | 1.06 Ω | 5% | 20 AWG,2.0,1.06,20.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ac202.html,11.53
Jantzen Audio 000-2095,"Jantzen Audio 000-2095 | 2,0 mH | 0,30 Ω | 3% | 17 AWG",2.0,0.3,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2095.html,11.94
Jantzen Audio 000-5276,"Jantzen Audio 000-5276 | 2 mH | 0,22 Ω | 3% | 17 AWG",2.0,0.22,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5276.html,12.77
Jantzen Audio 000-1063,"Jantzen Audio 000-1063 | 2 mH | 0,81 Ω | 3% | 18 AWG",2.0,0.81,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1063.html,13.6
Jantzen Audio 000-2068,"Jantzen Audio 000-2068 | 2,0 mH | 0,185 Ω | 3% | 15 AWG",2.0,0.185,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2068.html,14.83
"Mundorf VP100-2,0","Mundorf VP100-2,0 | 2,0 mH | 0,45 Ω | 3% | 18 AWG",2.0,0.45,18.0,Air Core,https://www.soundimports.eu/en/mundorf-vp100-20.html,15.25
Dayton Audio LW182,Dayton Audio LW182 | 2.0 mH | 0.79 Ω | 3% | 18 AWG,2.0,0.79,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw182.html,15.25
"Mundorf L100-2,00","Mundorf L100-2,00 | 2,00 mH | 0,74 Ω | 2% | 18 AWG",2.0,0.74,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-200.html,15.25
Jantzen Audio 000-1946,"Jantzen Audio 000-1946 | 2 mH | 0,58 Ω | 3% | 17 AWG",2.0,0.58,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1946.html,18.14
Jantzen Audio 000-5811,"Jantzen Audio 000-5811 | 2 mH | 0,1 Ω | 3% | 13 AWG",2.0,0.1,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5811.html,20.62
Jantzen Audio 000-1245,"Jantzen Audio 000-1245 | 2,0 mH | 0,444 Ω | 3% | 15 AWG",2.0,0.444,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1245.html,25.58
Jantzen Audio 000-1097,"Jantzen Audio 000-1097 | 2 mH | 0,45 Ω | 3% | 15 AWG",2.0,0.45,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1097.html,25.58
Jantzen Audio 000-1166,"Jantzen Audio 000-1166 | 2,0 mH | 0,50 Ω | 3% | 15 AWG",2.0,0.5,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1166.html,29.3
Jantzen Audio 000-0027,"Jantzen Audio 000-0027 | 2,0 mH | 0,363 Ω | 3% | 14 AWG",2.0,0.363,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0027.html,34.26
Intertechnik LU78/2.0/140,"Intertechnik LU78/2.0/140 | 2,0 mH | 0,41 Ω | 3% | 15 AWG",2.0,0.41,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu78-2-0-140.html,35.91
Jantzen Audio 000-7880,"Jantzen Audio 000-7880 | 2,0 mH | 0,53 Ω | 2% | 16 AWG",2.0,0.53,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7880.html,38.39
Jantzen Audio 000-8675,"Jantzen Audio 000-8675 | 2,0 mH | 0,57 Ω | 2% | 16 AWG",2.0,0.57,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8675.html,40.5
Jantzen Audio 000-0128,"Jantzen Audio 000-0128 | 2 mH | 0,33 Ω | 3% | 13 AWG",2.0,0.33,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0128.html,45.83
Dayton Audio LW142,Dayton Audio LW142 | 2.0 mH | 0.38 Ω | 5% | 14 AWG,2.0,0.38,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw142.html,47.07
Jantzen Audio 000-7482,"Jantzen Audio 000-7482 | 2 mH | 0,38 Ω | 2% | 14 AWG",2.0,0.38,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7482.html,59.05
Jantzen Audio 000-8405,"Jantzen Audio 000-8405 | 2,0 mH | 0,40 Ω | 2% | 14 AWG",2.0,0.4,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8405.html,60.7
Intertechnik TRI92/2.00/0.60,"Intertechnik TRI92/2.00/0.60 | 2,0 mH | 0,40 Ω | 1% | 7 x 23 AWG",2.0,0.4,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-2-00-0-60.html,89.63
Jantzen Audio 000-8140,"Jantzen Audio 000-8140 | 2,0 mH | 0,28 Ω | 2% | 12 AWG",2.0,0.28,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8140.html,99.55
Intertechnik TRI92/2.0/0.50,"Intertechnik TRI92/2.0/0.50 | 2,0 mH | 0,50 Ω | 1% | 7 x 24 AWG",2.0,0.5,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-2-0-0-50.html,100.21
Intertechnik TRI120/2.00/0.80,"Intertechnik TRI120/2.00/0.80 | 2,0 mH | 0,29 Ω | 1% | 7 x 20 AWG",2.0,0.29,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-2-00-0-80.html,148.72
Jantzen Audio 000-2096,"Jantzen Audio 000-2096 | 2,1 mH | 1,07 Ω | 3% | 24 AWG",2.1,1.07,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2096.html,5.33
Jantzen Audio 000-2361,"Jantzen Audio 000-2361 | 2,1 mH | 0,38 Ω | 3% | 18 AWG",2.1,0.38,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2361.html,9.46
Jantzen Audio 000-2415,"Jantzen Audio 000-2415 | 2,1 mH | 0,19 Ω | 3% | 15 AWG",2.1,0.19,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2415.html,15.25
Jantzen Audio 000-1844,"Jantzen Audio 000-1844 | 2,1 mH | 0,60 Ω | 3% | 17 AWG",2.1,0.6,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1844.html,18.55
Jantzen Audio 000-8680,"Jantzen Audio 000-8680 | 2,1 mH | 0,57 Ω | 2% | 16 AWG",2.1,0.57,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8680.html,40.87
Jantzen Audio 000-8410,"Jantzen Audio 000-8410 | 2,1 mH | 0,41 Ω | 2% | 14 AWG",2.1,0.41,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8410.html,61.53
Jantzen Audio 000-8145,"Jantzen Audio 000-8145 | 2,1 mH | 0,29 Ω | 2% | 12 AWG",2.1,0.29,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8145.html,102.02
Jantzen Audio 000-1869,"Jantzen Audio 000-1869 | 2,2 mH | 3,5 Ω | 3% | 26 AWG",2.2,3.5,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1869.html,4.92
Jantzen Audio 000-1033,"Jantzen Audio 000-1033 | 2,2 mH | 2,45 Ω | 3% | 24 AWG",2.2,2.45,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1033.html,6.57
Intertechnik HQR32/2.2/60,"Intertechnik HQR32/2.2/60 | 2,2 mH | 1,09 Ω | 5% | 23 AWG",2.2,1.09,23.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hqr32-2-2-60.html,6.57
Jantzen Audio 000-5280,"Jantzen Audio 000-5280 | 2,2 mH | 0,40 Ω | 3% | 20 AWG",2.2,0.4,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5280.html,6.98
Jantzen Audio 000-2297,"Jantzen Audio 000-2297 | 2,2 mH | 0,48 Ω | 3% | 20 AWG",2.2,0.48,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2297.html,6.98
Jantzen Audio 000-1355,"Jantzen Audio 000-1355 | 2,2 mH | 1,38 Ω | 3% | 21 AWG",2.2,1.38,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1355.html,8.22
Jantzen Audio 000-5224,"Jantzen Audio 000-5224 | 2,2 mH | 0,26 Ω | 3% | 18 AWG",2.2,0.26,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5224.html,8.64
Jantzen Audio 000-2339,"Jantzen Audio 000-2339 | 2,2 mH | 0,34 Ω | 3% | 18 AWG",2.2,0.34,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2339.html,8.64
Jantzen Audio 000-2060,"Jantzen Audio 000-2060 | 2,2 mH | 0,40 Ω | 3% | 18 AWG",2.2,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2060.html,9.46
Jantzen Audio 000-5263,"Jantzen Audio 000-5263 | 2,2 mH | 0,26 Ω | 3% | 18 AWG",2.2,0.26,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5263.html,9.88
Jantzen Audio 000-1564,"Jantzen Audio 000-1564 | 2,2 mH | 1,21 Ω | 3% | 20 AWG",2.2,1.21,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1564.html,10.29
Jantzen Audio 000-5279,"Jantzen Audio 000-5279 | 2,2 mH | 0,24 Ω | 3% | 17 AWG",2.2,0.24,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5279.html,11.94
Jantzen Audio 000-1065,"Jantzen Audio 000-1065 | 2,2 mH | 0,84 Ω | 3% | 18 AWG",2.2,0.84,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1065.html,14.01
Jantzen Audio 000-1941,"Jantzen Audio 000-1941 | 2,2 mH | 0,8 Ω | 3% | 18 AWG",2.2,0.8,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1941.html,14.42
Jantzen Audio 000-5010,"Jantzen Audio 000-5010 | 2,2 mH | 0,15 Ω | 3% | 15 AWG",2.2,0.15,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5010.html,15.25
Jantzen Audio 000-2067,"Jantzen Audio 000-2067 | 2,2 mH | 0,2 Ω | 3% | 15 AWG",2.2,0.2,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2067.html,15.25
Intertechnik HQ40/2.2/095,"Intertechnik HQ40/2.2/095 | 2,2 mH | 0,29 Ω | 5% | 19 AWG",2.2,0.29,19.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq40-2-2-095.html,16.07
Intertechnik LU44/2.20/071,"Intertechnik LU44/2.20/071 | 2,2 mH | 1,45 Ω | 3% | 21 AWG",2.2,1.45,21.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu44-2-20-071.html,16.07
"Mundorf VP100-2,2","Mundorf VP100-2,2 | 2,2 mH | 0,47 Ω | 3% | 18 AWG",2.2,0.47,18.0,Air Core,https://www.soundimports.eu/en/mundorf-vp100-22.html,16.49
Jantzen Audio 000-5428,"Jantzen Audio 000-5428 | 2,2 mH | 0,12 Ω | 3% | 14 AWG",2.2,0.12,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5428.html,17.31
"Mundorf L100-2,20","Mundorf L100-2,20 | 2,20 mH | 0,77 Ω | 2% | 18 AWG",2.2,0.77,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-220.html,18.14
Monacor LSI-22T,"Monacor LSI-22T | 2,2 mH | 0,10 Ω | 5% | 18 AWG",2.2,0.1,18.0,Air Core,https://www.soundimports.eu/en/monacor-lsi-22t.html,19.79
Jantzen Audio 000-1299,"Jantzen Audio 000-1299 | 2,2 mH | 0,63 Ω | 3% | 17 AWG",2.2,0.63,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1299.html,20.21
Jantzen Audio 000-5803,"Jantzen Audio 000-5803 | 2,2 mH | 0,10 Ω | 3% | 13 AWG",2.2,0.1,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5803.html,21.03
Intertechnik LU55/2.2/100,"Intertechnik LU55/2.2/100 | 2,2 mH | 0,89 Ω | 3% | 18 AWG",2.2,0.89,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu55-2-2-100.html,21.86
Intertechnik CO30/2.20/060,"Intertechnik CO30/2.20/060 | 2,2 mH | 1,06 Ω | 5% | 23 AWG",2.2,1.06,23.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-co30-2-20-060.html,22.27
Jantzen Audio 000-1314,"Jantzen Audio 000-1314 | 2,2 mH | 0,49 Ω | 3% | 15 AWG",2.2,0.49,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1314.html,25.58
Jantzen Audio 000-1638,"Jantzen Audio 000-1638 | 2,2 mH | 0,49 Ω | 3% | 15 AWG",2.2,0.49,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1638.html,27.23
Jantzen Audio 000-1246,"Jantzen Audio 000-1246 | 2,2 mH | 0,47 Ω | 3% | 15 AWG",2.2,0.47,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1246.html,27.23
Jantzen Audio 000-1495,"Jantzen Audio 000-1495 | 2,2 mH | 0,52 Ω | 3% | 15 AWG",2.2,0.52,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1495.html,29.3
Jantzen Audio 000-L-0220,"Jantzen Audio 000-L-0220 | 2,2 mH | 0,55 Ω | 3% | 15 AWG",2.2,0.55,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0220.html,31.78
Intertechnik HQ58/2.2/160,"Intertechnik HQ58/2.2/160 | 2,2 mH | 0,10 Ω | 5% | 14 AWG",2.2,0.1,14.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq58-2-2-160.html,33.84
Intertechnik DR56/2.2/140,"Intertechnik DR56/2.2/140 | 2,2 mH | 0,16 Ω | 5% | 15 AWG",2.2,0.16,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-2-2-140.html,34.67
Jantzen Audio 000-0028,"Jantzen Audio 000-0028 | 2,2 mH | 0,37 Ω | 3% | 14 AWG",2.2,0.37,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0028.html,35.91
Audyn CO62/2.20/140,"Audyn CO62/2.20/140 | 2,2 mH | 0,29 Ω | 5% | 15 AWG",2.2,0.29,15.0,Air Core,https://www.soundimports.eu/en/audyn-co62-2-20-140.html,36.32
Jantzen Audio 000-0985,"Jantzen Audio 000-0985 | 2,2 mH | 0,39 Ω | 3% | 14 AWG",2.2,0.39,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0985.html,36.74
Intertechnik LU78/2.2/140,"Intertechnik LU78/2.2/140 | 2,2 mH | 0,46 Ω | 3% | 15 AWG",2.2,0.46,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu78-2-2-140.html,37.15
Jantzen Audio 000-6085,"Jantzen Audio 000-6085 | 2,2 mH | 0,06 Ω | 5% | 14 AWG",2.2,0.06,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6085.html,37.56
Jantzen Audio 000-7885,"Jantzen Audio 000-7885 | 2,2 mH | 0,57 Ω | 2% | 16 AWG",2.2,0.57,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7885.html,40.87
Mundorf BS140-2.2,Mundorf BS140-2.2 | 2.2 mH | 0.15 Ω | 3% | 15 AWG,2.2,0.15,15.0,Air Core,https://www.soundimports.eu/en/mundorf-bs140-2-2.html,41.28
Jantzen Audio 000-8685,"Jantzen Audio 000-8685 | 2,2 mH | 0,59 Ω | 2% | 16 AWG",2.2,0.59,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8685.html,43.8
Jantzen Audio 000-6090,"Jantzen Audio 000-6090 | 2,2 mH | 0,06 Ω | 5% | 14 AWG",2.2,0.06,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6090.html,44.17
Jantzen Audio 000-0130,"Jantzen Audio 000-0130 | 2,2 mH | 0,34 Ω | 3% | 13 AWG",2.2,0.34,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0130.html,47.48
Intertechnik AT62/220/132,"Intertechnik AT62/220/132 | 2,2 mH | 0,52 Ω | 3% | 16 AWG",2.2,0.52,16.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-at62-220-132.html,47.89
"Mundorf CFC16-2,20","Mundorf CFC16-2,20 | 2,20 mH | 0,58 Ω | 2% | 16,5 AWG",2.2,0.58,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-220.html,49.55
Jantzen Audio 000-6095,"Jantzen Audio 000-6095 | 2,2 mH | 0,04 Ω | 5% | 12 AWG",2.2,0.04,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6095.html,50.37
Jantzen Audio 000-7486,"Jantzen Audio 000-7486 | 2,2 mH | 0,4 Ω | 2% | 14 AWG",2.2,0.4,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7486.html,60.7
Jantzen Audio 000-8415,"Jantzen Audio 000-8415 | 2,2 mH | 0,42 Ω | 2% | 14 AWG",2.2,0.42,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8415.html,62.36
Intertechnik TRI92/2.2/0.50,"Intertechnik TRI92/2.2/0.50 | 2,2 mH | 0,546 Ω | 1% | 7 x 24 AWG",2.2,0.546,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-2-2-0-50.html,63.18
"Mundorf CFC14-2,20","Mundorf CFC14-2,20 | 2,20 mH | 0,41 Ω | 2% | 14 AWG",2.2,0.41,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-220.html,82.6
Intertechnik LU120/2.2/20,"Intertechnik LU120/2.2/20 | 2,2 mH | 0,28 Ω | 3% | 12 AWG",2.2,0.28,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu120-2-2-20.html,92.11
Jantzen Audio 000-7105,"Jantzen Audio 000-7105 | 2,2 mH | 0,30 Ω | 2% | 12 AWG",2.2,0.3,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7105.html,95.0
Jantzen Audio 000-8150,"Jantzen Audio 000-8150 | 2,2 mH | 0,3 Ω | 2% | 12 AWG",2.2,0.3,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8150.html,104.5
Intertechnik TRI92/2.20/0.60,"Intertechnik TRI92/2.20/0.60 | 2,2 mH | 0,42 Ω | 1% | 7 x 23 AWG",2.2,0.42,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-2-20-0-60.html,107.4
Intertechnik TRI120/2.20/0.80,"Intertechnik TRI120/2.20/0.80 | 2,2 mH | 0,32 Ω | 1% | 7 x 20 AWG",2.2,0.32,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-2-20-0-80.html,156.98
Jantzen Audio 000-1730,"Jantzen Audio 000-1730 | 2,25 mH | 0,64 Ω | 3% | 17 AWG",2.25,0.64,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1730.html,20.21
Jantzen Audio 000-8690,"Jantzen Audio 000-8690 | 2,3 mH | 0,59 Ω | 2% | 16 AWG",2.3,0.59,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8690.html,45.0
Jantzen Audio 000-8420,"Jantzen Audio 000-8420 | 2,3 mH | 0,42 Ω | 2% | 14 AWG",2.3,0.42,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8420.html,62.77
Jantzen Audio 000-1623,"Jantzen Audio 000-1623 | 2,37 mH | 0,85 Ω | 3% | 18 AWG",2.37,0.85,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1623.html,14.42
Jantzen Audio 000-0226,"Jantzen Audio 000-0226 | 2,4 mH | 2,66 Ω | 3% | 24 AWG",2.4,2.66,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0226.html,6.16
Jantzen Audio 000-1473,"Jantzen Audio 000-1473 | 2,4 mH | 0,64 Ω | 3% | 17 AWG",2.4,0.64,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1473.html,20.21
Jantzen Audio 000-5808,"Jantzen Audio 000-5808 | 2,4 mH | 0,11 Ω | 3% | 13 AWG",2.4,0.11,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5808.html,21.03
Audyn CO62/2.4/140,"Audyn CO62/2.4/140 | 2,4 mH | 0,33 Ω | 5% | 15 AWG",2.4,0.33,15.0,Air Core,https://www.soundimports.eu/en/audyn-co62-2-4-140.html,33.02
Jantzen Audio 000-0029,"Jantzen Audio 000-0029 | 2,4 mH | 0,41 Ω | 3% | 14 AWG",2.4,0.41,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0029.html,37.19
Jantzen Audio 000-8695,"Jantzen Audio 000-8695 | 2,4 mH | 0,62 Ω | 2% | 16 AWG",2.4,0.62,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8695.html,46.24
Jantzen Audio 000-8425,"Jantzen Audio 000-8425 | 2,4 mH | 0,42 Ω | 2% | 14 AWG",2.4,0.42,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8425.html,63.6
Jantzen Audio 000-8160,"Jantzen Audio 000-8160 | 2,4 mH | 0,32 Ω | 2% | 12 AWG",2.4,0.32,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8160.html,107.81
Intertechnik TRI92/2.4/0.50,"Intertechnik TRI92/2.4/0.50 | 2,4 mH | 0,59 Ω | 1% | 7 x 24 AWG",2.4,0.59,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-2-4-0-50.html,109.46
Jantzen Audio 000-2275,"Jantzen Audio 000-2275 | 2,5 mH | 0,63 Ω | 3% | 21 AWG",2.5,0.63,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2275.html,6.16
Jantzen Audio 000-1119,"Jantzen Audio 000-1119 | 2,5 mH | 1,84 Ω | 3% | 22 AWG",2.5,1.84,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1119.html,7.4
Jantzen Audio 000-2128,"Jantzen Audio 000-2128 | 2,5 mH | 0,67 Ω | 3% | 20 AWG",2.5,0.67,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2128.html,7.81
Jantzen Audio 000-5096,"Jantzen Audio 000-5096 | 2,5 mH | 0,28 Ω | 3% | 18 AWG",2.5,0.28,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5096.html,9.46
Jantzen Audio 000-2045,"Jantzen Audio 000-2045 | 2,5 mH | 0,44 Ω | 3% | 18 AWG",2.5,0.44,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2045.html,9.46
Jantzen Audio 000-0201,"Jantzen Audio 000-0201 | 2,5 mH | 1,28 Ω | 3% | 20 AWG",2.5,1.28,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0201.html,10.29
Dayton Audio IC182-5,Dayton Audio IC182-5 | 2.5 mH | 0.31 Ω | 3% | 18 AWG,2.5,0.31,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic182-5.html,11.94
Jantzen Audio 000-5097,"Jantzen Audio 000-5097 | 2,5 mH | 0,23 Ω | 3% | 17 AWG",2.5,0.23,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5097.html,11.94
Jantzen Audio 000-5283,"Jantzen Audio 000-5283 | 2,5 mH | 0,25 Ω | 3% | 17 AWG",2.5,0.25,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5283.html,12.77
Jantzen Audio 000-1940,"Jantzen Audio 000-1940 | 2,5 mH | 0,87 Ω | 3% | 18 AWG",2.5,0.87,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1940.html,15.25
Jantzen Audio 000-1088,"Jantzen Audio 000-1088 | 2,5 mH | 0,88 Ω | 3% | 18 AWG",2.5,0.88,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1088.html,15.25
Dayton Audio LW182-5,Dayton Audio LW182-5 | 2.5 mH | 0.91 Ω | 3% | 18 AWG,2.5,0.91,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw182-5.html,16.49
Jantzen Audio 000-1673,"Jantzen Audio 000-1673 | 2,5 mH | 0,65 Ω | 3% | 17 AWG",2.5,0.65,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1673.html,20.62
Jantzen Audio 000-5807,"Jantzen Audio 000-5807 | 2,5 mH | 0,11 Ω | 3% | 13 AWG",2.5,0.11,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5807.html,21.86
Jantzen Audio 000-1098,"Jantzen Audio 000-1098 | 2,5 mH | 0,52 Ω | 3% | 15 AWG",2.5,0.52,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1098.html,28.06
