PartNumber,Description,Value,Power_W,Tolerance_pct,URL,Price
Jantzen Audio 002-0763,"Jantzen Audio 002-0763 | 3,0 Ω | 10 W | 5%",3.0,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0763.html,0.82
Jantzen Audio 002-0301,"Jantzen Audio 002-0301 | 3,0 Ω | 5 W | 5%",3.0,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0301.html,0.82
Jantzen Audio 002-0592,"Jantzen Audio 002-0592 | 3,0 Ω | 5 W | 5%",3.0,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0592.html,0.82
Intertechnik WAX5/3.00/5,"Intertechnik WAX5/3.00/5 | 3,00 Ω | 5 W | 5%",3.0,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-3-00-5.html,0.82
Jantzen Audio 002-0436,"Jantzen Audio 002-0436 | 3,0 Ω | 10 W | 5%",3.0,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0436.html,1.23
Intertechnik WAX10/3.00/5,"Intertechnik WAX10/3.00/5 | 3,00 Ω | 10 W | 5%",3.0,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-3-00-5.html,1.23
Jantzen Audio 002-0913,"Jantzen Audio 002-0913 | 3,0 Ω | 20 W | 5%",3.0,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0913.html,1.23
Dayton Audio DNR-3.0,Dayton Audio DNR-3.0 | 3.0 Ω | 10 W | 2%,3.0,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-30.html,1.64
Jantzen Audio 002-0067,"Jantzen Audio 002-0067 | 3,0 Ω | 5 W | 1%",3.0,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0067.html,1.64
Dayton Audio DPR10-3.0,Dayton Audio DPR10-3.0 | 3.0 Ω | 10 W | 1%,3.0,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-3.html,2.47
Jantzen Audio 002-0184,"Jantzen Audio 002-0184 | 3,0 Ω | 10 W | 1%",3.0,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0184.html,5.33
Dayton Audio DPR20-3.0,Dayton Audio DPR20-3.0 | 3.0 Ω | 20 W | 1%,3.0,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-3.html,5.74
Jantzen Audio 002-0766,"Jantzen Audio 002-0766 | 3,3 Ω | 10 W | 5%",3.3,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0766.html,0.82
Jantzen Audio 002-0304,"Jantzen Audio 002-0304 | 3,3 Ω | 5 W | 5%",3.3,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0304.html,0.82
Intertechnik WAX5/3.30/5,"Intertechnik WAX5/3.30/5 | 3,30 Ω | 5 W | 5%",3.3,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-3-30-5.html,0.82
Jantzen Audio 002-0595,"Jantzen Audio 002-0595 | 3,3 Ω | 5 W | 5%",3.3,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0595.html,0.82
Intertechnik MOX04/3.3,"Intertechnik MOX04/3.3 | 3,30 Ω | 4 W | 2%",3.3,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-3-3.html,0.98
Jantzen Audio 002-0916,"Jantzen Audio 002-0916 | 3,3 Ω | 20 W | 5%",3.3,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0916.html,1.23
Jantzen Audio 002-0439,"Jantzen Audio 002-0439 | 3,3 Ω | 10 W | 5%",3.3,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0439.html,1.23
Intertechnik WAX10/3.30/5,"Intertechnik WAX10/3.30/5 | 3,30 Ω | 10 W | 5%",3.3,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-3-30-5.html,1.23
Jantzen Audio 002-0070,"Jantzen Audio 002-0070 | 3,30 Ω | 5 W | 1%",3.3,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0070.html,1.64
"Mundorf MR5-3,30","Mundorf MR5-3,30 | 3,30 Ω | 5 W | 2%",3.3,5.0,2.0,https://www.soundimports.eu/en/mundorf-mr5-330.html,1.64
Dayton Audio DNR-3.3,Dayton Audio DNR-3.3 | 3.3 Ω | 10 W | 2%,3.3,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-33.html,1.64
Intertechnik WAX20/3.30/5,"Intertechnik WAX20/3.30/5 | 3,30 Ω | 20 W | 5%",3.3,20.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax20-3-30-5.html,1.86
Intertechnik MOX10/3.3,"Intertechnik MOX10/3.3 | 3,30 Ω | 10 W | 2%",3.3,10.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox10-3-3.html,2.47
Dayton Audio DPR10-3.3,Dayton Audio DPR10-3.3 | 3.3 Ω | 10 W | 1%,3.3,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-33.html,2.47
Monacor LSR-33/20,"Monacor LSR-33/20 | 3,3 Ω | 20 W | 5%",3.3,20.0,5.0,https://www.soundimports.eu/en/monacor-lsr-33-20.html,2.69
"Mundorf MR10-3,30","Mundorf MR10-3,30 | 3,30 Ω | 10 W | 2%",3.3,10.0,2.0,https://www.soundimports.eu/en/mundorf-mr10-330.html,2.88
Intertechnik ME330,"Intertechnik ME330 | 3,30 Ω | 6 W | 1%",3.3,6.0,1.0,https://www.soundimports.eu/en/it-intertechnik-me330.html,4.34
Jantzen Audio 002-0187,"Jantzen Audio 002-0187 | 3,30 Ω | 10 W | 1%",3.3,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0187.html,5.33
Dayton Audio DPR20-3.3,Dayton Audio DPR20-3.3 | 3.3 Ω | 20 W | 1%,3.3,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-33.html,5.74
"Mundorf MRES20-3,30","Mundorf MRES20-3,30 | 3,30 Ω | 20 W | 2%",3.3,20.0,2.0,https://www.soundimports.eu/en/mundorf-mres20-330.html,20.62
"Mundorf MREU30-3,3T1C","Mundorf MREU30-3,3T1C | 3,30 Ω | 3/30 W | 1%",3.3,3.0,1.0,https://www.soundimports.eu/en/mundorf-mreu30-3-3t1c.html,31.36
Intertechnik MEF3/3.3,"Intertechnik MEF3/3.3 | 3,30 Ω | 3 W | 1%",3.3,3.0,1.0,https://www.soundimports.eu/en/it-intertechnik-mef3-3-3.html,41.28
Jantzen Audio 002-0769,"Jantzen Audio 002-0769 | 3,6 Ω | 10 W | 5%",3.6,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0769.html,0.82
Jantzen Audio 002-0307,"Jantzen Audio 002-0307 | 3,6 Ω | 5 W | 5%",3.6,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0307.html,0.82
Jantzen Audio 002-0598,"Jantzen Audio 002-0598 | 3,6 Ω | 5 W | 5%",3.6,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0598.html,0.82
Jantzen Audio 002-0919,"Jantzen Audio 002-0919 | 3,6 Ω | 20 W | 5%",3.6,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0919.html,1.23
Jantzen Audio 002-0442,"Jantzen Audio 002-0442 | 3,6 Ω | 10 W | 5%",3.6,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0442.html,1.23
Jantzen Audio 002-0073,"Jantzen Audio 002-0073 | 3,6 Ω | 5 W | 1%",3.6,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0073.html,1.64
Jantzen Audio 002-0190,"Jantzen Audio 002-0190 | 3,6 Ω | 10 W | 1%",3.6,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0190.html,5.33
Dayton Audio DNR-3.7,Dayton Audio DNR-3.7 | 3.7 Ω | 10 W | 2%,3.7,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-37.html,1.64
Dayton Audio DPR10-3.7,Dayton Audio DPR10-3.7 | 3.7 Ω | 10 W | 1%,3.7,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-37.html,2.47
Dayton Audio DPR20-3.7,Dayton Audio DPR20-3.7 | 3.7 Ω | 20 W | 1%,3.7,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-37.html,5.74
Jantzen Audio 002-0772,"Jantzen Audio 002-0772 | 3,9 Ω | 10 W | 5%",3.9,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0772.html,0.82
Jantzen Audio 002-0601,"Jantzen Audio 002-0601 | 3,9 Ω | 5 W | 5%",3.9,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0601.html,0.82
Jantzen Audio 002-0310,"Jantzen Audio 002-0310 | 3,9 Ω | 5 W | 5%",3.9,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0310.html,0.82
Intertechnik WAX5/3.90/5,"Intertechnik WAX5/3.90/5 | 3,90 Ω | 5 W | 5%",3.9,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-3-90-5.html,0.82
Intertechnik MOX04/3.9,"Intertechnik MOX04/3.9 | 3,90 Ω | 4 W | 2%",3.9,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-3-9.html,0.98
Jantzen Audio 002-0922,"Jantzen Audio 002-0922 | 3,9 Ω | 20 W | 5%",3.9,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0922.html,1.23
Jantzen Audio 002-0445,"Jantzen Audio 002-0445 | 3,9 Ω | 10 W | 5%",3.9,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0445.html,1.23
Intertechnik WAX10/3.90/5,"Intertechnik WAX10/3.90/5 | 3,90 Ω | 10 W | 5%",3.9,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-3-90-5.html,1.23
Jantzen Audio 002-0076,"Jantzen Audio 002-0076 | 3,9 Ω | 5 W | 1%",3.9,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0076.html,1.64
"Mundorf MR5-3,90","Mundorf MR5-3,90 | 3,90 Ω | 5 W | 2%",3.9,5.0,2.0,https://www.soundimports.eu/en/mundorf-mr5-390.html,1.64
Intertechnik WAX20/3.90/5,"Intertechnik WAX20/3.90/5 | 3,90 Ω | 20 W | 5%",3.9,20.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax20-3-90-5.html,1.86
Intertechnik MOX10/3.9,"Intertechnik MOX10/3.9 | 3,90 Ω | 10 W | 2%",3.9,10.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox10-3-9.html,2.47
Monacor LSR-39/20,"Monacor LSR-39/20 | 3,9 Ω | 20 W | 5%",3.9,20.0,5.0,https://www.soundimports.eu/en/monacor-lsr-39-20.html,2.47
"Mundorf MR10-3,90","Mundorf MR10-3,90 | 3,90 Ω | 10 W | 2%",3.9,10.0,2.0,https://www.soundimports.eu/en/mundorf-mr10-390.html,2.88
Intertechnik ME390,"Intertechnik ME390 | 3,90 Ω | 6 W | 1%",3.9,6.0,1.0,https://www.soundimports.eu/en/it-intertechnik-me390.html,4.34
Jantzen Audio 002-0193,"Jantzen Audio 002-0193 | 3,90 Ω | 10 W | 1%",3.9,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0193.html,5.33
"Mundorf MRES20-3,90","Mundorf MRES20-3,90 | 3,90 Ω | 20 W | 2%",3.9,20.0,2.0,https://www.soundimports.eu/en/mundorf-mres20-390.html,20.62
"Mundorf MREU30-3,9T1C","Mundorf MREU30-3,9T1C | 3,90 Ω | 3/30 W | 1%",3.9,3.0,1.0,https://www.soundimports.eu/en/mundorf-mreu30-3-9t1c.html,31.36
Intertechnik MEF3/3.9,"Intertechnik MEF3/3.9 | 3,90 Ω | 3 W | 1%",3.9,3.0,1.0,https://www.soundimports.eu/en/it-intertechnik-mef3-3-9.html,41.28
Dayton Audio DNR-4.0,Dayton Audio DNR-4.0 | 4.0 Ω | 10 W | 2%,4.0,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-40.html,1.64
Dayton Audio DPR10-4.0,Dayton Audio DPR10-4.0 | 4.0 Ω | 10 W | 1%,4.0,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-4.html,2.47
Dayton Audio DPR20-4.0,Dayton Audio DPR20-4.0 | 4.0 Ω | 20 W | 1%,4.0,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-4.html,5.74
Jantzen Audio 002-0313,"Jantzen Audio 002-0313 | 4,3 Ω | 5 W | 5%",4.3,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0313.html,0.82
Jantzen Audio 002-0775,"Jantzen Audio 002-0775 | 4,3 Ω | 10 W | 5%",4.3,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0775.html,0.82
Jantzen Audio 002-0604,"Jantzen Audio 002-0604 | 4,3 Ω | 5 W | 5%",4.3,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0604.html,0.82
Jantzen Audio 002-0448,"Jantzen Audio 002-0448 | 4,3 Ω | 10 W | 5%",4.3,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0448.html,1.23
Dayton Audio DNR-4.3,Dayton Audio DNR-4.3 | 4.3 Ω | 10 W | 2%,4.3,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-43.html,1.64
Jantzen Audio 002-0079,"Jantzen Audio 002-0079 | 4,3 Ω | 5 W | 1%",4.3,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0079.html,1.64
Dayton Audio DPR10-4.3,Dayton Audio DPR10-4.3 | 4.3 Ω | 10 W | 1%,4.3,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-43.html,2.47
Jantzen Audio 002-0196,"Jantzen Audio 002-0196 | 4,3 Ω | 10 W | 1%",4.3,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0196.html,5.33
Dayton Audio DPR20-4.3,Dayton Audio DPR20-4.3 | 4.3 Ω | 20 W | 1%,4.3,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-43.html,5.74
Intertechnik WAX5/4.70/5,"Intertechnik WAX5/4.70/5 | 4,70 Ω | 5 W | 5%",4.7,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-4-70-5.html,0.82
Jantzen Audio 002-0316,"Jantzen Audio 002-0316 | 4,7 Ω | 5 W | 5%",4.7,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0316.html,0.82
Jantzen Audio 002-0778,"Jantzen Audio 002-0778 | 4,7 Ω | 10 W | 5%",4.7,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0778.html,0.82
Jantzen Audio 002-0607,"Jantzen Audio 002-0607 | 4,7 Ω | 5 W | 5%",4.7,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0607.html,0.82
Intertechnik MOX04/4.7,"Intertechnik MOX04/4.7 | 4,70 Ω | 4 W | 2%",4.7,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-4-7.html,0.98
Jantzen Audio 002-0451,"Jantzen Audio 002-0451 | 4,7 Ω | 10 W | 5%",4.7,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0451.html,1.23
Jantzen Audio 002-0928,"Jantzen Audio 002-0928 | 4,7 Ω | 20 W | 5%",4.7,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0928.html,1.23
Intertechnik M200/0470,"Intertechnik M200/0470 | 4,70 Ω | 2 W | 1%",4.7,2.0,1.0,https://www.soundimports.eu/en/it-intertechnik-m200-0470.html,1.23
Intertechnik WAX10/4.70/5,"Intertechnik WAX10/4.70/5 | 4,70 Ω | 10 W | 5%",4.7,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-4-70-5.html,1.23
Dayton Audio DNR-4.7,Dayton Audio DNR-4.7 | 4.7 Ω | 10 W | 2%,4.7,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-47.html,1.64
"Mundorf MR5-4,70","Mundorf MR5-4,70 | 4,70 Ω | 5 W | 2%",4.7,5.0,2.0,https://www.soundimports.eu/en/mundorf-mr5-470.html,1.64
Jantzen Audio 002-0082,"Jantzen Audio 002-0082 | 4,7 Ω | 5 W | 1%",4.7,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0082.html,1.64
Intertechnik WAX20/4.70/5,"Intertechnik WAX20/4.70/5 | 4,70 Ω | 20 W | 5%",4.7,20.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax20-4-70-5.html,1.86
Intertechnik MOX10/4.7,"Intertechnik MOX10/4.7 | 4,70 Ω | 10 W | 2%",4.7,10.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox10-4-7.html,2.47
Dayton Audio DPR10-4.7,Dayton Audio DPR10-4.7 | 4.7 Ω | 10 W | 1%,4.7,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-47.html,2.47
Monacor LSR-47/20,"Monacor LSR-47/20 | 4,7 Ω | 20 W | 5%",4.7,20.0,5.0,https://www.soundimports.eu/en/monacor-lsr-47-20.html,2.69
"Mundorf MR10-4,70","Mundorf MR10-4,70 | 4,70 Ω | 10 W | 2%",4.7,10.0,2.0,https://www.soundimports.eu/en/mundorf-mr10-470.html,2.88
Jantzen Audio 002-0199,"Jantzen Audio 002-0199 | 4,70 Ω | 10 W | 1%",4.7,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0199.html,5.33
Dayton Audio DPR20-4.7,Dayton Audio DPR20-4.7 | 4.7 Ω | 20 W | 1%,4.7,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-47.html,5.74
"Mundorf MRES20-4,70","Mundorf MRES20-4,70 | 4,70 Ω | 20 W | 2%",4.7,20.0,2.0,https://www.soundimports.eu/en/mundorf-mres20-470.html,20.62
"Mundorf MREU30-4,7T1C","Mundorf MREU30-4,7T1C | 4,70 Ω | 3/30 W | 1%",4.7,3.0,1.0,https://www.soundimports.eu/en/mundorf-mreu30-4-7t1c.html,31.36
Intertechnik MEF3/4.7,"Intertechnik MEF3/4.7 | 4,70 Ω | 3 W | 1%",4.7,3.0,1.0,https://www.soundimports.eu/en/it-intertechnik-mef3-4-7.html,41.28
Jantzen Audio 002-0781,"Jantzen Audio 002-0781 | 5,1 Ω | 10 W | 5%",5.1,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0781.html,0.82
Jantzen Audio 002-0319,"Jantzen Audio 002-0319 | 5,1 Ω | 5 W | 5%",5.1,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0319.html,0.82
Jantzen Audio 002-0610,"Jantzen Audio 002-0610 | 5,1 Ω | 5 W | 5%",5.1,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0610.html,0.82
Intertechnik WAX5/5.10/5,"Intertechnik WAX5/5.10/5 | 5,10 Ω | 5 W | 5%",5.1,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-5-10-5.html,0.82
Intertechnik WAX10/5.10/5,"Intertechnik WAX10/5.10/5 | 5,10 Ω | 10 W | 5%",5.1,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-5-10-5.html,1.23
Jantzen Audio 002-0454,"Jantzen Audio 002-0454 | 5,1 Ω | 10 W | 5%",5.1,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0454.html,1.23
Dayton Audio DNR-5.1,Dayton Audio DNR-5.1 | 5.1 Ω | 10 W | 2%,5.1,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-51.html,1.64
Jantzen Audio 002-0085,"Jantzen Audio 002-0085 | 5,1 Ω | 5 W | 1%",5.1,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0085.html,1.64
Dayton Audio DPR10-5.1,Dayton Audio DPR10-5.1 | 5.1 Ω | 10 W | 1%,5.1,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-51.html,2.47
Jantzen Audio 002-0202,"Jantzen Audio 002-0202 | 5,10 Ω | 10 W | 1%",5.1,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0202.html,5.33
Dayton Audio DPR20-5.1,Dayton Audio DPR20-5.1 | 5.1 Ω | 20 W | 1%,5.1,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-51.html,5.74
Jantzen Audio 002-0784,"Jantzen Audio 002-0784 | 5,6 Ω | 10 W | 5%",5.6,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0784.html,0.82
Jantzen Audio 002-0322,"Jantzen Audio 002-0322 | 5,6 Ω | 5 W | 5%",5.6,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0322.html,0.82
Jantzen Audio 002-0613,"Jantzen Audio 002-0613 | 5,6 Ω | 5 W | 5%",5.6,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0613.html,0.82
Intertechnik WAX5/5.60/5,"Intertechnik WAX5/5.60/5 | 5,60 Ω | 5 W | 5%",5.6,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-5-60-5.html,0.82
Intertechnik MOX04/5.6,"Intertechnik MOX04/5.6 | 5,60 Ω | 4 W | 2%",5.6,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-5-6.html,0.98
Jantzen Audio 002-0457,"Jantzen Audio 002-0457 | 5,6 Ω | 10 W | 5%",5.6,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0457.html,1.23
Intertechnik WAX10/5.60/5,"Intertechnik WAX10/5.60/5 | 5,60 Ω | 10 W | 5%",5.6,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-5-60-5.html,1.23
Jantzen Audio 002-0934,"Jantzen Audio 002-0934 | 5,6 Ω | 20 W | 5%",5.6,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0934.html,1.23
Jantzen Audio 002-0088,"Jantzen Audio 002-0088 | 5,60 Ω | 5 W | 1%",5.6,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0088.html,1.64
"Mundorf MR5-5,60","Mundorf MR5-5,60 | 5,60 Ω | 5 W | 2%",5.6,5.0,2.0,https://www.soundimports.eu/en/mundorf-mr5-560.html,1.64
Intertechnik WAX20/5.60/5,"Intertechnik WAX20/5.60/5 | 5,60 Ω | 20 W | 5%",5.6,20.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax20-5-60-5.html,1.86
Dayton Audio DNR-5.6,Dayton Audio DNR-5.6 | 5.6 Ω | 10 W | 2%,5.6,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-56.html,1.86
Dayton Audio DPR10-5.6,Dayton Audio DPR10-5.6 | 5.6 Ω | 10 W | 1%,5.6,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-56.html,2.47
Intertechnik MOX10/5.6,"Intertechnik MOX10/5.6 | 5,60 Ω | 10 W | 2%",5.6,10.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox10-5-6.html,2.47
Monacor LSR-56/20,"Monacor LSR-56/20 | 5,6 Ω | 20 W | 5%",5.6,20.0,5.0,https://www.soundimports.eu/en/monacor-lsr-56-20.html,2.69
"Mundorf MR10-5,60","Mundorf MR10-5,60 | 5,60 Ω | 10 W | 2%",5.6,10.0,2.0,https://www.soundimports.eu/en/mundorf-mr10-560.html,2.88
Intertechnik ME560,"Intertechnik ME560 | 5,60 Ω | 6 W | 1%",5.6,6.0,1.0,https://www.soundimports.eu/en/it-intertechnik-me560.html,4.34
Jantzen Audio 002-0205,"Jantzen Audio 002-0205 | 5,6 Ω | 10 W | 1%",5.6,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0205.html,5.33
Dayton Audio DPR20-5.6,Dayton Audio DPR20-5.6 | 5.6 Ω | 20 W | 1%,5.6,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-56.html,5.74
"Mundorf MRES20-5,60","Mundorf MRES20-5,60 | 5,60 Ω | 20 W | 2%",5.6,20.0,2.0,https://www.soundimports.eu/en/mundorf-mres20-560.html,20.62
"Mundorf MREU30-5,6T1C","Mundorf MREU30-5,6T1C | 5,60 Ω | 3/30 W | 1%",5.6,3.0,1.0,https://www.soundimports.eu/en/mundorf-mreu30-5-6t1c.html,31.36
Intertechnik MEF3/5.6,"Intertechnik MEF3/5.6 | 5,60 Ω | 3 W | 1%",5.6,3.0,1.0,https://www.soundimports.eu/en/it-intertechnik-mef3-5-6.html,41.28
Dayton Audio DNR-6.0,Dayton Audio DNR-6.0 | 6.0 Ω | 10 W | 2%,6.0,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-60.html,1.64
Dayton Audio DPR10-6.0,Dayton Audio DPR10-6.0 | 6.0 Ω | 10 W | 1%,6.0,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-60.html,2.47
Dayton Audio DPR20-6.0,Dayton Audio DPR20-6.0 | 6.0 Ω | 20 W | 1%,6.0,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-60.html,5.74
Jantzen Audio 002-0787,"Jantzen Audio 002-0787 | 6,2 Ω | 10 W | 5%",6.2,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0787.html,0.82
Jantzen Audio 002-0325,"Jantzen Audio 002-0325 | 6,2 Ω | 5 W | 5%",6.2,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0325.html,0.82
Jantzen Audio 002-0937,"Jantzen Audio 002-0937 | 6,2 Ω | 20 W | 5%",6.2,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0937.html,1.23
Jantzen Audio 002-0460,"Jantzen Audio 002-0460 | 6,2 Ω | 10 W | 5%",6.2,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0460.html,1.23
Jantzen Audio 002-0091,"Jantzen Audio 002-0091 | 6,20 Ω | 5 W | 1%",6.2,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0091.html,1.64
Jantzen Audio 002-0208,"Jantzen Audio 002-0208 | 6,20 Ω | 10 W | 1%",6.2,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0208.html,5.33
Dayton Audio DNR-6.5,Dayton Audio DNR-6.5 | 6.5 Ω | 10 W | 2%,6.5,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-65.html,1.64
Dayton Audio DPR10-6.5,Dayton Audio DPR10-6.5 | 6.5 Ω | 10 W | 1%,6.5,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-65.html,2.47
Dayton Audio DPR20-6.5,Dayton Audio DPR20-6.5 | 6.5 Ω | 20 W | 1%,6.5,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-65.html,5.74
Jantzen Audio 002-0328,"Jantzen Audio 002-0328 | 6,8 Ω | 5 W | 5%",6.8,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0328.html,0.82
Intertechnik WAX5/6.80/5,"Intertechnik WAX5/6.80/5 | 6,80 Ω | 5 W | 5%",6.8,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-6-80-5.html,0.82
Jantzen Audio 002-0790,"Jantzen Audio 002-0790 | 6,8 Ω | 10 W | 5%",6.8,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0790.html,0.82
Jantzen Audio 002-0619,"Jantzen Audio 002-0619 | 6,8 Ω | 5 W | 5%",6.8,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0619.html,0.82
Intertechnik MOX04/6.8,"Intertechnik MOX04/6.8 | 6,80 Ω | 4 W | 2%",6.8,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-6-8.html,0.98
